"yearID","lgID","teamID","franchID","divID","Rank","G","Ghome","W","L","DivWin","WCWin","LgWin","WSWin","R","AB","H","X2B","X3B","HR","BB","SO","SB","CS","HBP","SF","RA","ER","ERA","CG","SHO","SV","IPouts","HA","HRA","BBA","SOA","E","DP","FP","name","park","attendance","BPF","PPF","teamIDBR","teamIDlahman45","teamIDretro"
1890,"NL","CL4","CLV",NA,7,136,NA,44,88,NA,NA,"N","N",630,4633,1073,132,59,21,497,474,152,NA,42,NA,832,544,4.13,129,2,0,3553,1322,33,462,306,405,108,0.929,"Cleveland Spiders","National League Park",47478,94,97,"CLV","CL4","CL4"
1890,"AA","CL6","CLS",NA,2,140,NA,79,55,NA,NA,"N","N",831,4741,1225,159,77,16,545,557,353,NA,46,NA,617,403,2.99,120,14,3,3644,976,20,471,624,396,101,0.932,"Columbus Solons","Recreation Park II",NA,93,93,"COL","CL6","CL6"
1890,"PL","CLP","CLI",NA,7,131,NA,55,75,NA,NA,"N",NA,849,4804,1370,213,94,27,509,345,180,NA,49,NA,1027,537,4.23,115,1,0,3431,1386,45,571,325,533,103,0.907,"Cleveland Infants",NA,NA,92,94,"CLE","CLP","CLP"
1890,"AA","LS2","LOU",NA,1,134,NA,88,44,NA,NA,"Y","N",819,4687,1310,156,65,15,410,460,341,NA,53,NA,588,345,2.57,114,13,7,3618,1120,18,293,587,380,79,0.934,"Louisville Colonels","Eclipse Park I",NA,98,99,"LOU","LS2","LS2"
1890,"NL","NY1","SFG",NA,6,135,NA,63,68,NA,NA,"N","N",713,4832,1250,208,89,25,350,479,289,NA,50,NA,698,400,3.06,115,6,1,3531,1029,14,607,612,440,104,0.922,"New York Giants","Polo Grounds II",60667,95,95,"NYG","NY1","NY1"
1890,"PL","NYP","NYI",NA,3,132,NA,74,57,NA,NA,"N",NA,1018,4913,1393,204,97,66,486,364,231,NA,31,NA,875,543,4.17,111,3,6,3517,1216,37,569,449,450,94,0.921,"New York Giants",NA,NA,108,107,"NYI","NYP","NYP"
1890,"AA","PH4","PHA",NA,8,132,NA,54,78,NA,NA,"N","N",702,4490,1057,181,51,24,475,540,305,NA,87,NA,945,657,5.22,119,3,2,3396,1405,17,514,461,452,93,0.918,"Philadelphia Athletics","Jefferson Street Grounds",NA,98,99,"PHA","PH4","PH4"
1890,"NL","PHI","PHI",NA,3,133,NA,78,53,NA,NA,"N","N",823,4707,1267,220,78,23,522,403,335,NA,64,NA,707,441,3.32,122,9,2,3584,1210,22,486,507,398,122,0.929,"Philadelphia Phillies","Philadelphia Baseball Grounds",148366,103,102,"PHI","PHI","PHI"
1890,"PL","PHP","PHQ",NA,5,132,NA,68,63,NA,NA,"N",NA,941,4855,1350,187,113,49,431,321,203,NA,51,NA,855,520,4.05,118,4,2,3463,1292,33,495,361,510,118,0.91,"Philadelphia Athletics",NA,NA,103,101,"PHQ","PHP","PHP"
1890,"NL","PIT","PIT",NA,8,138,NA,23,113,NA,NA,"N","N",597,4739,1088,160,43,20,408,458,208,NA,66,NA,1235,780,5.97,119,3,0,3529,1520,52,573,381,607,94,0.897,"Pittsburg Alleghenys","Recreation Park",16064,88,92,"PIT","PIT","PIT"
1890,"PL","PTP","PBB",NA,6,131,NA,60,68,NA,NA,"N",NA,849,4677,1212,170,114,35,582,381,251,NA,57,NA,931,543,4.27,124,7,0,3431,1313,36,343,332,523,80,0.908,"Pittsburgh Burghers",NA,NA,92,92,"PBB","PTP","PTP"
1890,"AA","RC2","ROC",NA,5,133,NA,63,63,NA,NA,"N","N",709,4553,1088,131,64,31,446,538,310,NA,57,NA,711,460,3.56,122,5,2,3485,1115,19,530,477,416,95,0.926,"Rochester Broncos","Culver Field I",NA,93,92,"ROC","RC2","RC2"
1890,"AA","SL4","STL",NA,3,138,NA,77,58,NA,NA,"N","N",870,4800,1308,178,73,48,474,490,307,NA,95,NA,736,488,3.67,118,4,1,3586,1127,38,447,733,478,93,0.916,"St. Louis Browns","Sportsman's Park I",NA,114,111,"STL","SL4","SL4"
1890,"AA","SR2","SYS",NA,7,127,NA,55,72,NA,NA,"N","N",698,4469,1158,151,59,14,457,482,292,NA,35,NA,831,603,4.98,115,5,0,3269,1158,28,518,454,391,90,0.925,"Syracuse Stars","Star Park II",NA,90,91,"SYR","SR2","SR2"
1890,"AA","TL2","TLM",NA,4,134,NA,68,64,NA,NA,"N","N",739,4575,1152,152,108,24,486,558,421,NA,71,NA,689,459,3.56,122,4,2,3478,1122,23,429,533,419,75,0.925,"Toledo Maumees","Speranza Park",NA,103,102,"TOL","TL2","TL2"
1891,"AA","BL3","BLO",NA,4,139,NA,71,64,NA,NA,"N",NA,850,4771,1217,142,99,30,551,553,342,NA,111,NA,798,464,3.43,118,6,2,3651,1238,33,472,408,503,103,0.915,"Baltimore Orioles","Union Park",NA,101,100,"BAL","BL3","BL3"
1891,"NL","BRO","LAD",NA,6,137,NA,61,76,NA,NA,"N",NA,765,4748,1233,200,69,23,465,435,337,NA,36,NA,820,516,3.86,121,8,3,3614,1272,40,459,407,432,73,0.924,"Brooklyn Grooms","Eastern Park",181477,99,99,"BRO","BRO","BRO"
1891,"AA","BS2","BRS",NA,1,139,NA,93,42,NA,NA,"Y",NA,1028,4889,1341,163,100,52,651,499,447,NA,66,NA,675,410,3.03,108,9,7,3659,1158,42,497,524,392,115,0.934,"Boston Reds","Congress Street Grounds",NA,103,99,"BOS","BS2","BS2"
1891,"NL","BSN","ATL",NA,1,140,NA,87,51,NA,NA,"Y",NA,847,4956,1264,181,81,53,533,537,289,NA,82,NA,658,381,2.76,126,9,6,3725,1223,51,364,525,358,96,0.938,"Boston Beaneaters","South End Grounds II",184472,112,109,"BSN","BSN","BSN"
1891,"NL","CHN","CHC",NA,2,137,NA,82,53,NA,NA,"N",NA,832,4873,1231,159,88,60,526,457,238,NA,50,NA,730,471,3.47,114,6,3,3662,1207,53,475,477,397,119,0.932,"Chicago Colts","South Side Park I",181431,106,105,"CHC","CHN","CHN"
1891,"NL","CIN","CIN",NA,7,138,NA,56,81,NA,NA,"N",NA,646,4791,1158,148,90,40,414,439,244,NA,44,NA,790,481,3.55,125,6,1,3656,1234,40,465,393,409,101,0.931,"Cincinnati Reds","League Park I in Cincinnati",97500,101,101,"CIN","CIN","CIN"
1891,"NL","CL4","CLV",NA,5,141,NA,65,74,NA,NA,"N",NA,835,5074,1295,183,88,22,519,464,242,NA,46,NA,888,484,3.5,118,1,3,3732,1371,24,476,400,485,86,0.92,"Cleveland Spiders","League Park I",132000,104,103,"CLV","CL4","CL4"
1891,"AA","CL6","CLS",NA,6,138,NA,61,76,NA,NA,"N",NA,702,4697,1113,154,61,20,529,530,280,NA,37,NA,777,505,3.75,118,6,0,3640,1141,29,588,502,379,126,0.935,"Columbus Solons","Recreation Park II",NA,95,93,"COL","CL6","CL6"
1891,"AA","CN3","CKK",NA,7,102,NA,43,57,NA,NA,"N",NA,549,3574,838,105,58,28,428,385,164,NA,36,NA,643,344,3.43,86,2,1,2706,921,20,446,331,389,68,0.913,"Cincinnati Kelly's Killers","East End Park",NA,108,110,"CKK","CN3","CN3"
1891,"AA","LS2","LOU",NA,8,138,NA,54,83,NA,NA,"N",NA,698,4764,1229,127,68,17,438,465,227,NA,68,NA,873,567,4.22,126,9,1,3630,1334,32,451,481,454,112,0.922,"Louisville Colonels","Eclipse Park I",NA,97,97,"LOU","LS2","LS2"
1891,"AA","ML3","MLA",NA,3,36,NA,21,15,NA,NA,"N",NA,227,1271,332,58,15,13,107,114,47,NA,29,NA,156,86,2.5,35,3,0,929,291,6,120,137,116,20,0.922,"Milwaukee Brewers","Athletic Field",NA,120,118,"MIL","ML3","ML3"
1891,"NL","NY1","SFG",NA,3,136,NA,71,61,NA,NA,"N",NA,754,4833,1271,189,72,46,438,394,224,NA,36,NA,711,400,2.99,117,11,2,3612,1098,26,593,651,384,104,0.933,"New York Giants","Polo Grounds III",210568,96,96,"NYG","NY1","NY1"
1891,"AA","PH4","PHQ",NA,5,142,NA,73,66,NA,NA,"N",NA,817,5039,1301,182,123,55,447,548,149,NA,74,NA,794,550,4.01,135,3,0,3701,1274,35,520,533,389,109,0.933,"Philadelphia Athletics","Athletic Park",NA,103,103,"PHA","PH4","PH4"
1891,"NL","PHI","PHI",NA,4,138,NA,68,69,NA,NA,"N",NA,756,4929,1244,180,51,21,482,412,232,NA,58,NA,773,510,3.73,105,3,5,3688,1279,30,507,342,443,108,0.925,"Philadelphia Phillies","Philadelphia Baseball Grounds",217282,103,102,"PHI","PHI","PHI"
1891,"NL","PIT","PIT",NA,8,137,NA,55,80,NA,NA,"N",NA,679,4794,1148,148,71,29,427,503,205,NA,50,NA,744,384,2.89,122,7,3,3593,1160,30,465,446,475,76,0.917,"Pittsburgh Pirates","Exposition Park",128000,97,98,"PIT","PIT","PIT"
1891,"AA","SL4","STL",NA,2,139,NA,85,51,NA,NA,"N",NA,959,4942,1311,165,51,57,612,436,279,NA,86,NA,738,433,3.23,101,8,10,3620,1088,50,571,613,459,91,0.92,"St. Louis Browns","Sportsman's Park I",NA,108,108,"STL","SL4","SL4"
1891,"AA","WS9","WAS",NA,9,139,NA,44,91,NA,NA,"N",NA,691,4715,1183,147,84,19,468,485,219,NA,76,NA,1067,634,4.83,123,2,2,3543,1420,44,566,486,589,95,0.9,"Washington Statesmen","Boundary Field",NA,95,100,"WAS","WS9","WS9"
1892,"NL","BLN","BLO",NA,12,152,NA,46,101,NA,NA,"N",NA,779,5296,1343,160,111,30,499,480,227,NA,62,NA,1020,618,4.28,131,2,2,3896,1537,51,536,437,584,100,0.91,"Baltimore Orioles","Union Park",93589,103,104,"BLN","BLN","BLN"
1892,"NL","BRO","LAD",NA,3,158,NA,95,59,NA,NA,"N",NA,935,5485,1439,183,105,30,629,508,409,NA,54,NA,733,507,3.25,132,12,5,4217,1285,26,600,597,398,98,0.94,"Brooklyn Grooms","Eastern Park",183727,96,96,"BRO","BRO","BRO"
1892,"NL","BSN","ATL",NA,1,152,NA,102,48,NA,NA,"Y",NA,862,5301,1325,203,51,34,526,492,338,NA,62,NA,649,424,2.86,142,15,1,4008,1156,41,460,514,454,128,0.929,"Boston Beaneaters","South End Grounds II",146421,109,107,"BSN","BSN","BSN"
1892,"NL","CHN","CHC",NA,7,146,NA,70,76,NA,NA,"N",NA,635,5063,1189,149,92,26,427,482,233,NA,36,NA,735,456,3.16,133,6,1,3894,1269,35,424,518,424,85,0.932,"Chicago Colts","South Side Park I",109067,94,94,"CHC","CHN","CHN"
1892,"NL","CIN","CIN",NA,5,155,NA,82,68,NA,NA,"N",NA,766,5349,1291,155,75,44,503,476,270,NA,38,NA,731,485,3.17,130,8,2,4132,1327,39,535,437,402,140,0.939,"Cincinnati Reds","League Park I in Cincinnati",196473,99,99,"CIN","CIN","CIN"
1892,"NL","CL4","CLV",NA,2,152,NA,93,56,NA,NA,"N",NA,855,5412,1376,196,96,26,552,538,225,NA,40,NA,613,358,2.41,140,11,2,4008,1178,28,413,472,407,95,0.935,"Cleveland Spiders","League Park I",139928,104,103,"CLV","CL4","CL4"
1892,"NL","LS3","LOU",NA,9,154,NA,63,89,NA,NA,"N",NA,649,5334,1209,133,61,18,433,508,275,NA,46,NA,804,499,3.34,147,9,0,4038,1358,26,447,430,471,133,0.928,"Louisville Colonels","Eclipse Park I",131159,91,93,"LOU","LS3","LS3"
1892,"NL","NY1","SFG",NA,8,152,NA,71,80,NA,NA,"N",NA,811,5291,1329,173,85,39,510,474,301,NA,34,NA,826,484,3.29,139,5,1,3968,1165,32,635,650,565,97,0.912,"New York Giants","Polo Grounds III",130566,99,98,"NYG","NY1","NY1"
1892,"NL","PHI","PHI",NA,4,155,NA,87,66,NA,NA,"N",NA,860,5413,1420,225,95,50,528,515,216,NA,54,NA,690,449,2.93,131,10,5,4137,1309,24,492,511,393,128,0.939,"Philadelphia Phillies","Philadelphia Baseball Grounds",193731,100,99,"PHI","PHI","PHI"
1892,"NL","PIT","PIT",NA,6,152,NA,80,73,NA,NA,"N",NA,802,5469,1288,143,108,38,435,453,222,NA,44,NA,796,464,3.1,130,3,1,4042,1300,28,537,455,483,113,0.927,"Pittsburgh Pirates","Exposition Park",177205,100,100,"PIT","PIT","PIT"
1892,"NL","SLN","STL",NA,11,155,NA,56,94,NA,NA,"N",NA,703,5259,1188,138,53,45,607,492,209,NA,52,NA,922,628,4.2,139,4,1,4034,1466,47,543,478,452,100,0.929,"St. Louis Browns","Sportsman's Park I",192442,105,104,"STL","SLN","SLN"
1892,"NL","WAS","WAS",NA,10,153,NA,58,93,NA,NA,"N",NA,731,5204,1246,149,78,37,529,555,276,NA,39,NA,869,506,3.46,129,5,3,3946,1293,40,556,479,547,122,0.916,"Washington Senators","Boundary Field",128279,97,99,"WHS","WSN","WSN"
1893,"NL","BLN","BLO",NA,8,130,NA,60,70,NA,NA,"N",NA,820,4651,1281,164,86,27,539,323,233,NA,70,NA,893,621,4.97,104,1,2,3371,1325,29,534,275,384,95,0.929,"Baltimore Orioles","Union Park",143000,102,102,"BLN","BLN","BLN"
1893,"NL","BRO","LAD",NA,7,130,NA,65,63,NA,NA,"N",NA,775,4511,1200,173,83,45,473,296,213,NA,40,NA,845,583,4.55,109,3,3,3462,1262,41,547,297,385,88,0.93,"Brooklyn Grooms","Eastern Park",235000,95,95,"BRO","BRO","BRO"
1893,"NL","BSN","ATL",NA,1,131,NA,86,43,NA,NA,"Y",NA,1008,4678,1358,178,50,65,561,292,243,NA,46,NA,795,573,4.43,114,2,2,3491,1314,66,402,253,353,118,0.936,"Boston Beaneaters","South End Grounds II",193300,108,106,"BSN","BSN","BSN"
1893,"NL","CHN","CHC",NA,9,128,NA,56,71,NA,NA,"N",NA,829,4664,1299,186,93,32,466,261,255,NA,36,NA,874,597,4.81,101,4,5,3352,1278,26,553,273,421,92,0.922,"Chicago Colts","South Side Park I",223500,103,104,"CHC","CHN","CHN"
1893,"NL","CIN","CIN",NA,6,131,NA,65,63,NA,NA,"N",NA,759,4617,1195,161,65,29,531,257,238,NA,48,NA,814,592,4.55,97,4,5,3516,1305,38,549,258,321,138,0.943,"Cincinnati Reds","League Park I in Cincinnati",194250,102,103,"CIN","CIN","CIN"
1893,"NL","CL4","CLV",NA,3,129,NA,73,55,NA,NA,"N",NA,976,4747,1425,222,98,32,532,229,252,NA,30,NA,839,532,4.2,110,2,2,3421,1361,35,356,242,395,92,0.929,"Cleveland Spiders","League Park I",130000,106,105,"CLV","CL4","CL4"
1893,"NL","LS3","LOU",NA,11,126,NA,50,75,NA,NA,"N",NA,759,4566,1185,177,73,19,485,306,203,NA,54,NA,942,708,5.9,113,4,1,3240,1431,38,479,190,330,111,0.937,"Louisville Colonels","Eclipse Park II",53683,92,94,"LOU","LS3","LS3"
1893,"NL","NY1","SFG",NA,5,136,NA,68,64,NA,NA,"N",NA,941,4858,1424,182,101,61,504,281,299,NA,56,NA,845,578,4.29,111,6,4,3634,1271,36,581,395,432,95,0.927,"New York Giants","Polo Grounds III",290000,101,100,"NYG","NY1","NY1"
1893,"NL","PHI","PHI",NA,4,133,NA,72,57,NA,NA,"N",NA,1011,5151,1553,246,90,80,468,335,202,NA,71,NA,841,618,4.68,107,4,2,3567,1357,30,522,286,318,121,0.944,"Philadelphia Phillies","Philadelphia Baseball Grounds",293019,102,101,"PHI","PHI","PHI"
1893,"NL","PIT","PIT",NA,2,131,NA,81,48,NA,NA,"N",NA,970,4834,1447,176,127,37,537,274,210,NA,62,NA,766,529,4.08,104,8,2,3501,1232,29,504,280,347,112,0.938,"Pittsburgh Pirates","Exposition Park",184000,98,98,"PIT","PIT","PIT"
1893,"NL","SLN","STL",NA,10,135,NA,57,75,NA,NA,"N",NA,745,4879,1288,152,98,10,524,251,250,NA,63,NA,829,545,4.06,114,3,4,3621,1292,38,542,301,398,110,0.93,"St. Louis Browns","Robison Field",195000,100,101,"STL","SLN","SLN"
1893,"NL","WAS","WAS",NA,12,130,NA,40,89,NA,NA,"N",NA,722,4742,1258,180,83,23,523,237,154,NA,63,NA,1032,704,5.56,110,2,0,3417,1485,54,574,292,497,96,0.912,"Washington Senators","Boundary Field",90000,97,99,"WHS","WSN","WSN"
1894,"NL","BLN","BLO",NA,1,129,NA,89,39,NA,NA,"Y",NA,1171,4799,1647,271,150,33,516,200,324,NA,98,NA,819,620,5,97,1,11,3349,1371,31,472,275,293,105,0.944,"Baltimore Orioles","Union Park",328000,104,103,"BLN","BLN","BLN"
1894,"NL","BRO","LAD",NA,5,135,NA,70,61,NA,NA,"N",NA,1024,4851,1514,231,130,42,467,295,282,NA,35,NA,1020,723,5.56,106,3,5,3514,1464,41,560,290,393,85,0.928,"Brooklyn Grooms","Eastern Park",214000,93,93,"BRO","BRO","BRO"
1894,"NL","BSN","ATL",NA,3,133,NA,83,49,NA,NA,"N",NA,1220,5011,1658,272,94,103,535,261,241,NA,47,NA,1002,701,5.41,108,3,2,3498,1529,89,411,262,415,120,0.925,"Boston Beaneaters","South End Grounds II / Congress Street Grounds / South End Grounds III",152800,113,111,"BSN","BSN","BSN"
1894,"NL","CHN","CHC",NA,8,136,NA,57,75,NA,NA,"N",NA,1056,5022,1574,268,87,65,507,306,332,NA,36,NA,1080,739,5.72,118,0,0,3489,1575,43,569,284,458,115,0.918,"Chicago Colts","West Side Park II",239000,106,106,"CHC","CHN","CHN"
1894,"NL","CIN","CIN",NA,10,134,NA,55,75,NA,NA,"N",NA,936,4753,1407,228,71,61,517,255,223,NA,41,NA,1108,775,5.99,112,4,3,3496,1616,85,500,223,430,122,0.925,"Cincinnati Reds","League Park II in Cincinnati",158000,103,104,"CIN","CIN","CIN"
1894,"NL","CL4","CLV",NA,6,130,NA,68,61,NA,NA,"N",NA,932,4764,1442,241,90,37,471,301,220,NA,24,NA,896,621,4.97,106,6,2,3373,1390,54,435,254,344,107,0.935,"Cleveland Spiders","League Park I",82000,104,103,"CLV","CL4","CL4"
1894,"NL","LS3","LOU",NA,12,130,NA,36,94,NA,NA,"N",NA,698,4519,1216,173,89,42,355,368,219,NA,53,NA,1019,675,5.5,114,2,1,3314,1478,41,486,259,435,131,0.919,"Louisville Colonels","Eclipse Park II",75000,93,96,"LOU","LS3","LS3"
1894,"NL","NY1","SFG",NA,2,139,NA,88,44,NA,NA,"N",NA,962,4879,1469,199,96,45,489,219,326,NA,33,NA,801,522,3.82,113,5,5,3690,1310,37,546,403,454,103,0.923,"New York Giants","Polo Grounds III",387000,99,99,"NYG","NY1","NY1"
1894,"NL","PHI","PHI",NA,4,132,NA,71,57,NA,NA,"N",NA,1179,5088,1780,258,137,40,510,254,285,NA,58,NA,995,720,5.63,103,3,4,3455,1522,62,479,266,351,114,0.934,"Philadelphia Phillies","Philadelphia Baseball Grounds",352773,96,94,"PHI","PHI","PHI"
1894,"NL","PIT","PIT",NA,7,133,NA,65,65,NA,NA,"N",NA,965,4700,1465,223,125,48,444,210,257,NA,68,NA,981,731,5.62,106,2,0,3512,1563,39,466,308,355,106,0.936,"Pittsburgh Pirates","Exposition Park",159000,99,98,"PIT","PIT","PIT"
1894,"NL","SLN","STL",NA,9,133,NA,56,76,NA,NA,"N",NA,771,4610,1320,171,113,54,442,289,190,NA,40,NA,953,682,5.29,114,2,0,3483,1418,48,500,319,426,109,0.923,"St. Louis Browns","Robison Field",155000,100,102,"STL","SLN","SLN"
1894,"NL","WAS","WAS",NA,11,132,NA,45,87,NA,NA,"N",NA,882,4581,1317,218,118,59,617,375,249,NA,69,NA,1122,678,5.51,102,0,4,3321,1573,59,446,190,499,81,0.908,"Washington Senators","Boundary Field",125000,97,99,"WHS","WSN","WSN"
1895,"NL","BLN","BLO",NA,1,131,NA,87,43,NA,NA,"Y",NA,1009,4725,1530,235,89,25,355,243,310,NA,106,NA,646,479,3.8,104,10,4,3403,1216,31,430,244,288,108,0.946,"Baltimore Orioles","Union Park",293000,103,100,"BLN","BLN","BLN"
1895,"NL","BRO","LAD",NA,5,133,NA,71,60,NA,NA,"N",NA,879,4757,1346,191,78,41,397,319,184,NA,63,NA,838,635,4.93,104,5,6,3479,1366,42,397,218,326,97,0.941,"Brooklyn Grooms","Eastern Park",230000,92,92,"BRO","BRO","BRO"
1895,"NL","BSN","ATL",NA,6,133,NA,71,60,NA,NA,"N",NA,911,4750,1377,198,57,54,505,239,200,NA,51,NA,829,560,4.25,117,4,4,3556,1376,56,367,377,365,106,0.935,"Boston Beaneaters","South End Grounds III",242000,105,104,"BSN","BSN","BSN"
1895,"NL","CHN","CHC",NA,4,133,NA,72,58,NA,NA,"N",NA,866,4708,1401,171,85,55,422,344,260,NA,42,NA,854,597,4.67,119,3,1,3452,1422,38,432,297,401,113,0.928,"Chicago Colts","West Side Park II",382300,107,107,"CHC","CHN","CHN"
1895,"NL","CIN","CIN",NA,8,132,NA,66,64,NA,NA,"N",NA,903,4684,1395,235,105,36,414,249,326,NA,36,NA,854,613,4.81,97,2,6,3442,1451,39,362,245,377,112,0.931,"Cincinnati Reds","League Park II in Cincinnati",281000,104,104,"CIN","CIN","CIN"
1895,"NL","CL4","CLV",NA,2,132,NA,84,46,NA,NA,"N",NA,921,4692,1433,194,69,29,476,365,188,NA,49,NA,725,501,3.92,109,6,3,3455,1284,34,350,330,351,77,0.936,"Cleveland Spiders","League Park I",143000,106,104,"CLV","CL4","CL4"
1895,"NL","LS3","LOU",NA,12,132,NA,35,96,NA,NA,"N",NA,698,4724,1320,171,73,34,346,323,156,NA,77,NA,1090,732,5.9,104,3,1,3352,1520,40,469,245,477,104,0.913,"Louisville Colonels","Eclipse Park II",92000,94,97,"LOU","LS3","LS3"
1895,"NL","NY1","SFG",NA,9,132,NA,66,65,NA,NA,"N",NA,852,4605,1324,191,90,32,454,292,292,NA,30,NA,834,575,4.51,115,6,1,3442,1359,34,415,409,438,106,0.922,"New York Giants","Polo Grounds III",240000,98,97,"NYG","NY1","NY1"
1895,"NL","PHI","PHI",NA,3,133,NA,78,53,NA,NA,"N",NA,1068,5037,1664,272,73,61,463,262,276,NA,69,NA,957,705,5.47,106,2,7,3483,1467,36,485,330,369,93,0.933,"Philadelphia Phillies","Baker Bowl",474971,100,100,"PHI","PHI","PHI"
1895,"NL","PIT","PIT",NA,7,134,NA,71,61,NA,NA,"N",NA,815,4677,1355,192,89,27,378,301,257,NA,65,NA,799,537,4.1,107,4,6,3539,1279,19,500,383,394,95,0.93,"Pittsburgh Pirates","Exposition Park",188000,95,95,"PIT","PIT","PIT"
1895,"NL","SLN","STL",NA,11,136,NA,39,92,NA,NA,"N",NA,752,4814,1356,155,88,39,388,283,208,NA,28,NA,1036,739,5.73,106,1,1,3484,1572,64,443,284,383,94,0.93,"St. Louis Browns","Robison Field",170000,99,101,"STL","SLN","SLN"
1895,"NL","WAS","WAS",NA,10,133,NA,43,85,NA,NA,"N",NA,840,4615,1326,209,101,55,522,403,238,NA,52,NA,1052,649,5.26,99,0,5,3334,1515,55,470,261,450,97,0.917,"Washington Senators","Boundary Field",153000,99,101,"WHS","WSN","WSN"
1896,"NL","BLN","BLO",NA,1,132,NA,90,39,NA,NA,"Y",NA,995,4719,1548,207,100,23,386,201,441,NA,120,NA,662,477,3.67,115,9,1,3505,1281,22,339,302,296,114,0.945,"Baltimore Orioles","Union Park",249448,102,98,"BLN","BLN","BLN"
1896,"NL","BRO","LAD",NA,10,133,NA,58,73,NA,NA,"N",NA,692,4548,1292,174,87,28,344,269,198,NA,39,NA,764,540,4.25,97,3,1,3432,1353,39,400,259,297,104,0.945,"Brooklyn Bridegrooms","Eastern Park",201000,94,95,"BRO","BRO","BRO"
1896,"NL","BSN","ATL",NA,4,132,NA,74,57,NA,NA,"N",NA,865,4723,1421,175,75,36,414,275,243,NA,51,NA,761,485,3.78,110,6,3,3467,1254,57,397,277,368,94,0.934,"Boston Beaneaters","South End Grounds III",240000,106,104,"BSN","BSN","BSN"
1896,"NL","CHN","CHC",NA,5,132,NA,71,57,NA,NA,"N",NA,815,4582,1311,182,97,34,409,290,332,NA,35,NA,804,573,4.44,118,2,1,3484,1307,30,467,354,367,115,0.933,"Chicago Colts","West Side Park II",317500,104,104,"CHC","CHN","CHN"
1896,"NL","CIN","CIN",NA,3,128,NA,77,50,NA,NA,"N",NA,783,4360,1283,204,73,20,382,226,350,NA,42,NA,620,452,3.67,105,12,4,3324,1240,27,310,219,252,107,0.951,"Cincinnati Reds","League Park II in Cincinnati",373000,107,106,"CIN","CIN","CIN"
1896,"NL","CL4","CLV",NA,2,135,NA,80,48,NA,NA,"N",NA,840,4856,1463,207,72,28,436,316,175,NA,37,NA,650,460,3.46,113,9,5,3587,1363,27,280,336,288,117,0.949,"Cleveland Spiders","League Park I",152000,106,104,"CLV","CL4","CL4"
1896,"NL","LS3","LOU",NA,12,134,NA,38,93,NA,NA,"N",NA,653,4588,1197,142,80,37,371,427,195,NA,45,NA,997,654,5.12,108,1,4,3446,1398,48,541,288,475,110,0.916,"Louisville Colonels","Eclipse Park II",133000,96,99,"LOU","LS3","LS3"
1896,"NL","NY1","SFG",NA,7,133,NA,64,67,NA,NA,"N",NA,829,4661,1383,159,87,40,439,271,274,NA,53,NA,821,574,4.54,104,1,2,3410,1303,33,403,312,365,90,0.933,"New York Giants","Polo Grounds III",274000,97,96,"NYG","NY1","NY1"
1896,"NL","PHI","PHI",NA,8,130,NA,62,68,NA,NA,"N",NA,890,4680,1382,234,84,49,438,297,191,NA,60,NA,891,645,5.2,107,3,2,3351,1473,39,387,243,313,112,0.941,"Philadelphia Phillies","Baker Bowl",357025,99,99,"PHI","PHI","PHI"
1896,"NL","PIT","PIT",NA,6,131,NA,66,63,NA,NA,"N",NA,787,4701,1371,169,94,27,387,286,217,NA,58,NA,741,554,4.3,108,8,1,3478,1286,18,439,362,317,103,0.941,"Pittsburgh Pirates","Exposition Park",197000,96,96,"PIT","PIT","PIT"
1896,"NL","SLN","STL",NA,11,131,NA,40,90,NA,NA,"N",NA,593,4520,1162,134,78,37,332,300,185,NA,35,NA,929,669,5.33,115,1,1,3392,1448,40,456,279,345,73,0.936,"St. Louis Browns","Robison Field",184000,96,100,"STL","SLN","SLN"
1896,"NL","WAS","WAS",NA,9,133,NA,58,73,NA,NA,"N",NA,818,4639,1328,179,79,45,516,365,258,NA,61,NA,920,582,4.61,106,2,3,3410,1435,24,435,292,398,99,0.927,"Washington Senators","Boundary Field",223000,100,101,"WHS","WSN","WSN"
1897,"NL","BLN","BLO",NA,2,136,NA,90,40,NA,NA,"N",NA,964,4872,1584,243,66,19,437,255,401,NA,115,NA,674,473,3.55,118,3,0,3593,1296,18,382,361,277,110,0.951,"Baltimore Orioles","Union Park",273046,100,97,"BLN","BLN","BLN"
1897,"NL","BRO","LAD",NA,7,136,NA,61,71,NA,NA,"N",NA,802,4810,1343,202,72,24,351,251,187,NA,58,NA,845,611,4.6,114,4,2,3584,1417,34,410,256,364,99,0.936,"Brooklyn Bridegrooms","Eastern Park",220831,94,95,"BRO","BRO","BRO"
1897,"NL","BSN","ATL",NA,1,135,NA,93,39,NA,NA,"Y",NA,1025,4937,1574,230,83,45,423,263,233,NA,47,NA,665,485,3.65,115,8,7,3583,1273,39,393,329,272,80,0.951,"Boston Beaneaters","South End Grounds III",334800,106,104,"BSN","BSN","BSN"
1897,"NL","CHN","CHC",NA,9,138,NA,59,73,NA,NA,"N",NA,832,4803,1356,189,97,38,430,327,264,NA,49,NA,894,603,4.53,131,2,1,3591,1485,30,433,361,393,112,0.932,"Chicago Colts","West Side Park II",327160,104,104,"CHC","CHN","CHN"
