time,wind_speed
2019/6/15 12:40,2.430098
2019/6/15 12:50,3.448428
2019/6/15 13:00,3.841188
2019/6/15 13:10,4.150117
2019/6/15 13:20,3.349813
2019/6/15 13:30,3.844723
2019/6/15 13:40,4.420526
2019/6/15 13:50,4.094152
2019/6/15 14:00,4.350973
2019/6/15 14:10,3.957754
2019/6/15 14:20,3.938839
2019/6/15 14:30,3.236278
2019/6/15 14:40,3.038314
2019/6/15 14:50,2.819691
2019/6/15 15:00,4.173439
2019/6/15 15:10,5.097607
2019/6/15 15:20,4.295009
2019/6/15 15:30,2.830434
2019/6/15 15:40,1.827989
2019/6/15 15:50,0.933203
2019/6/15 16:00,0.893858
2019/6/15 16:10,1.262148
2019/6/15 16:20,1.040678
2019/6/15 16:30,0.971997
2019/6/15 16:40,1.210867
2019/6/15 16:50,2.89333
2019/6/15 17:00,2.431017
2019/6/15 17:10,2.122777
2019/6/15 17:20,2.378817
2019/6/15 17:30,2.766389
2019/6/15 17:40,3.002642
2019/6/15 17:50,1.869675
2019/6/15 18:00,1.258292
2019/6/15 18:10,1.589762
2019/6/15 18:20,1.331931
2019/6/15 18:30,1.171063
2019/6/15 18:40,0.911901
2019/6/15 18:50,0.853549
2019/6/15 19:00,0.591678
2019/6/15 19:10,0.482734
2019/6/15 19:20,1.251635
2019/6/15 19:30,1.567036
2019/6/15 19:40,2.424268
2019/6/15 19:50,1.464841
2019/6/15 20:00,0.750711
2019/6/15 20:10,0.842301
2019/6/15 20:20,1.36742
2019/6/15 20:30,0.788495
2019/6/15 20:40,0.869985
2019/6/15 20:50,0.779909
2019/6/15 21:00,1.068224
2019/6/15 21:10,1.754349
2019/6/15 21:20,1.396251
2019/6/15 21:30,1.845021
2019/6/15 21:40,1.563364
2019/6/15 21:50,1.809533
2019/6/15 22:00,1.079794
2019/6/15 22:10,0.799972
2019/6/15 22:20,0.631482
2019/6/15 22:30,1.545459
2019/6/15 22:40,2.129893
2019/6/15 22:50,1.575071
2019/6/15 23:00,2.136183
2019/6/15 23:10,2.477294
2019/6/15 23:20,2.334192
2019/6/15 23:30,2.503325
2019/6/15 23:40,2.036787
2019/6/15 23:50,2.009701
2019/6/16 0:00,2.667958
2019/6/16 0:10,2.192055
2019/6/16 0:20,1.813757
2019/6/16 0:30,2.343696
2019/6/16 0:40,2.460629
2019/6/16 0:50,2.167998
2019/6/16 1:00,1.823857
2019/6/16 1:10,1.260771
2019/6/16 1:20,1.569561
2019/6/16 1:30,1.638518
2019/6/16 1:40,1.493305
2019/6/16 1:50,1.597337
2019/6/16 2:00,1.220737
2019/6/16 2:10,0.751858
2019/6/16 2:20,0.574921
2019/6/16 2:30,0.434988
2019/6/16 2:40,0.864567
2019/6/16 2:50,0.587041
2019/6/16 3:00,1.055553
2019/6/16 3:10,1.359615
2019/6/16 3:20,0.861124
2019/6/16 3:30,1.251589
2019/6/16 3:40,1.335512
2019/6/16 3:50,1.698568
2019/6/16 4:00,1.89387
2019/6/16 4:10,2.286216
2019/6/16 4:20,1.721937
2019/6/16 4:30,1.874266
2019/6/16 4:40,1.357916
2019/6/16 4:50,1.020891
2019/6/16 5:00,0.884309
2019/6/16 5:10,1.104218
2019/6/16 5:20,0.942614
2019/6/16 5:30,1.61313
2019/6/16 5:40,2.531238
2019/6/16 5:50,1.818256
2019/6/16 6:00,2.138478
2019/6/16 6:10,2.378587
2019/6/16 6:20,2.117497
2019/6/16 6:30,1.640814
2019/6/16 6:40,1.470947
2019/6/16 6:50,1.583748
2019/6/16 7:00,1.212703
2019/6/16 7:10,1.496794
2019/6/16 7:20,1.603627
2019/6/16 7:30,1.526268
2019/6/16 7:40,1.360625
2019/6/16 7:50,1.771565
2019/6/16 8:00,1.695768
2019/6/16 8:10,1.477236
2019/6/16 8:20,1.352499
2019/6/16 8:30,1.067398
2019/6/16 8:40,1.475905
2019/6/16 8:50,0.916492
2019/6/16 9:00,1.488714
2019/6/16 9:10,1.84144
2019/6/16 9:20,1.735021
2019/6/16 9:30,2.084396
2019/6/16 9:40,1.943498
2019/6/16 9:50,2.104505
2019/6/16 10:00,1.524983
2019/6/16 10:10,2.171855
2019/6/16 10:20,3.548696
2019/6/16 10:30,3.060351
2019/6/16 10:40,2.7354
2019/6/16 10:50,2.627971
2019/6/16 11:00,1.726895
2019/6/16 11:10,1.338405
2019/6/16 11:20,4.476445
2019/6/16 11:30,4.588328
2019/6/16 11:40,4.793224
2019/6/16 11:50,4.112011
2019/6/16 12:00,4.266085
2019/6/16 12:10,4.818566
2019/6/16 12:20,2.861652
2019/6/16 12:30,2.43749
2019/6/16 12:40,2.261425
2019/6/16 12:50,3.101211
2019/6/16 13:00,2.55479
2019/6/16 13:10,4.334904
2019/6/16 13:20,5.547433
2019/6/16 13:30,2.750826
2019/6/16 13:40,1.987893
2019/6/16 13:50,1.98321
2019/6/16 14:00,3.480657
2019/6/16 14:10,3.097446
2019/6/16 14:20,1.675338
2019/6/16 14:30,1.464198
2019/6/16 14:40,0.723624
2019/6/16 14:50,2.099317
2019/6/16 15:00,1.436652
2019/6/16 15:10,1.345612
2019/6/16 15:20,1.168629
2019/6/16 15:30,0.419516
2019/6/16 15:40,1.183458
2019/6/16 15:50,0.849784
2019/6/16 16:00,1.242774
2019/6/16 16:10,2.065114
2019/6/16 16:20,1.216054
2019/6/16 16:30,0.781838
2019/6/16 16:40,0.486085
2019/6/16 16:50,0.659028
2019/6/16 17:00,0.757643
2019/6/16 17:10,0.632309
2019/6/16 17:20,0.956204
2019/6/16 17:30,1.065561
2019/6/16 17:40,0.944129
2019/6/16 17:50,1.520667
2019/6/16 18:00,1.230608
2019/6/16 18:10,1.935418
2019/6/16 18:20,2.233833
2019/6/16 18:30,1.124097
2019/6/16 18:40,1.183458
2019/6/16 18:50,0.896154
2019/6/16 19:00,0.84074
2019/6/16 19:10,0.59278
2019/6/16 19:20,1.532237
2019/6/16 19:30,1.179418
2019/6/16 19:40,1.0264
2019/6/16 19:50,0.595902
2019/6/16 20:00,0.592597
2019/6/16 20:10,1.555192
2019/6/16 20:20,1.825005
2019/6/16 20:30,1.283634
2019/6/16 20:40,1.09196
2019/6/16 20:50,0.704479
2019/6/16 21:00,0.92728
2019/6/16 21:10,1.130065
2019/6/16 21:20,1.552299
2019/6/16 21:30,2.711894
